depth	min68.2%	max68.2%	best	accrate
3.58	5129	5726	5423	1239.65
3.59	5144	5733	5436	1239.64
3.6	5160	5742	5448	1239.61
3.61	5176	5751	5460	1239.55
3.62	5192	5760	5473	1239.47
3.63	5208	5769	5485	1239.36
3.64	5221	5779	5498	1239.23
3.65	5237	5789	5510	1239.07
3.66	5252	5799	5522	1238.88
3.67	5267	5809	5535	1238.67
3.68	5282	5820	5547	1238.44
3.69	5297	5830	5559	1238.18
3.7	5312	5839	5572	1237.89
3.71	5327	5850	5584	1237.58
3.72	5341	5861	5597	1237.24
3.73	5357	5871	5609	1236.88
3.74	5371	5882	5621	1236.49
3.75	5384	5893	5634	1236.07
3.76	5398	5904	5646	1235.63
3.77	5413	5914	5658	1235.17
3.78	5426	5926	5671	1234.68
3.79	5441	5937	5683	1234.16
3.8	5456	5948	5695	1233.62
3.81	5469	5959	5708	1233.05
3.82	5482	5971	5720	1232.46
3.83	5497	5982	5732	1231.84
3.84	5511	5993	5745	1231.2
3.85	5525	6004	5757	1230.53
3.86	5537	6015	5769	1229.83
3.87	5551	6026	5782	1229.11
3.88	5564	6038	5794	1228.36
3.89	5576	6049	5806	1227.59
3.9	5590	6060	5819	1226.8
3.91	5602	6071	5831	1225.97
3.92	5613	6083	5843	1225.13
3.93	5626	6094	5855	1224.25
3.94	5636	6106	5868	1223.35
3.95	5648	6118	5880	1222.43
3.96	5660	6130	5892	1221.48
3.97	5672	6142	5904	1220.5
3.98	5682	6154	5916	1219.5
3.99	5695	6166	5929	1218.47
4	5706	6178	5941	1217.42
4.01	5718	6191	5953	1216.34
4.02	5730	6203	5965	1215.24
4.03	5742	6216	5977	1214.11
4.04	5754	6228	5989	1212.96
4.05	5764	6240	6002	1211.78
4.06	5776	6253	6014	1210.57
4.07	5787	6264	6026	1209.34
4.08	5799	6277	6038	1208.09
4.09	5810	6290	6050	1206.8
4.1	5822	6303	6062	1205.5
4.11	5832	6315	6074	1204.16
4.12	5844	6328	6086	1202.8
4.13	5854	6340	6098	1201.42
4.14	5865	6353	6110	1200.01
4.15	5875	6366	6122	1198.58
4.16	5885	6378	6134	1197.12
4.17	5895	6390	6146	1195.63
4.18	5905	6403	6158	1194.12
4.19	5915	6417	6170	1192.58
4.2	5924	6431	6182	1191.02
4.21	5935	6443	6194	1189.43
4.22	5947	6455	6206	1187.82
4.23	5957	6469	6218	1186.18
4.24	5967	6481	6230	1184.51
4.25	5976	6495	6241	1182.82
4.26	5985	6506	6253	1181.11
4.27	5995	6518	6265	1179.37
4.28	6004	6531	6277	1177.6
4.29	6015	6544	6289	1175.81
4.3	6024	6557	6300	1173.99
4.31	6034	6569	6312	1172.15
4.32	6043	6582	6324	1170.28
4.33	6053	6594	6336	1168.38
4.34	6062	6608	6347	1166.46
4.35	6070	6621	6359	1164.53
4.36	6079	6636	6371	1162.67
4.37	6089	6650	6382	1160.88
4.38	6098	6662	6394	1159.16
4.39	6106	6675	6405	1157.53
4.4	6116	6689	6417	1155.97
4.41	6123	6703	6428	1154.49
4.42	6133	6717	6440	1153.08
4.43	6141	6731	6452	1151.75
4.44	6150	6745	6463	1150.5
4.45	6160	6758	6475	1149.33
4.46	6169	6772	6486	1148.23
4.47	6178	6786	6498	1147.22
4.48	6186	6801	6509	1146.27
4.49	6195	6814	6520	1145.41
4.5	6204	6828	6532	1144.62
4.51	6212	6842	6543	1143.91
4.52	6220	6857	6555	1143.28
4.53	6229	6871	6566	1142.73
4.54	6238	6886	6578	1142.25
4.55	6247	6900	6589	1141.85
4.56	6257	6914	6601	1141.53
4.57	6266	6929	6612	1141.28
4.58	6275	6942	6623	1141.11
4.59	6285	6958	6635	1141.02
4.6	6293	6973	6646	1141
4.61	6302	6986	6658	1141.07
4.62	6310	7000	6669	1141.21
4.63	6319	7015	6680	1141.42
4.64	6328	7031	6692	1141.72
4.65	6337	7046	6703	1142.09
4.66	6345	7060	6715	1142.54
4.67	6353	7076	6726	1143.07
4.68	6361	7092	6738	1143.67
4.69	6370	7106	6749	1144.35
4.7	6379	7122	6760	1145.11
4.71	6387	7138	6772	1145.94
4.72	6396	7153	6783	1146.86
4.73	6404	7168	6795	1147.85
4.74	6411	7183	6806	1148.91
4.75	6420	7198	6818	1150.06
4.76	6427	7213	6829	1151.28
4.77	6437	7229	6841	1152.58
4.78	6447	7245	6852	1153.95
4.79	6454	7261	6864	1155.41
4.8	6463	7276	6875	1156.94
4.81	6471	7292	6887	1158.54
4.82	6479	7309	6899	1160.23
4.83	6489	7325	6910	1161.99
4.84	6498	7342	6922	1163.83
4.85	6506	7358	6933	1165.75
4.86	6514	7373	6945	1167.74
4.87	6522	7389	6957	1169.81
4.88	6531	7404	6968	1171.96
4.89	6540	7420	6980	1174.18
4.9	6550	7436	6992	1176.49
4.91	6559	7452	7004	1178.87
4.92	6568	7468	7015	1181.32
4.93	6575	7483	7027	1183.86
4.94	6584	7499	7039	1186.47
4.95	6593	7515	7051	1189.16
4.96	6602	7531	7063	1191.93
4.97	6611	7547	7075	1194.77
4.98	6620	7563	7087	1197.69
4.99	6627	7579	7099	1200.69
5	6635	7595	7111	1203.76
5.01	6647	7610	7123	1206.91
5.02	6656	7627	7135	1210.14
5.03	6664	7643	7147	1213.45
5.04	6671	7660	7159	1216.83
5.05	6680	7675	7171	1220.3
5.06	6688	7691	7183	1223.83
5.07	6697	7709	7196	1227.45
5.08	6704	7726	7208	1231.14
5.09	6713	7742	7220	1234.91
5.1	6722	7760	7233	1238.76
5.11	6731	7777	7245	1242.69
5.12	6740	7795	7257	1246.69
5.13	6748	7813	7270	1250.77
5.14	6757	7829	7282	1254.92
5.15	6766	7847	7295	1259.16
5.16	6776	7864	7308	1263.47
5.17	6785	7880	7320	1267.86
5.18	6794	7898	7333	1272.32
5.19	6803	7914	7346	1276.86
5.2	6812	7931	7358	1281.48
5.21	6823	7947	7371	1286.18
5.22	6832	7964	7384	1290.95
5.23	6842	7980	7397	1295.81
5.24	6853	7998	7410	1300.74
5.25	6863	8016	7423	1305.74
5.26	6872	8033	7436	1310.82
5.27	6883	8049	7449	1315.98
5.28	6892	8066	7462	1321.22
5.29	6901	8083	7475	1326.54
5.3	6910	8100	7489	1331.93
5.31	6921	8118	7502	1337.4
5.32	6931	8135	7515	1342.95
5.33	6942	8151	7529	1348.57
5.34	6954	8170	7542	1354.27
5.35	6965	8188	7556	1360.05
5.36	6974	8205	7569	1365.9
5.37	6983	8223	7583	1371.84
5.38	6993	8240	7597	1377.85
5.39	7004	8258	7611	1383.93
5.4	7015	8275	7624	1390.1
5.41	7027	8292	7638	1396.34
5.42	7038	8309	7652	1402.66
5.43	7049	8327	7666	1409.06
5.44	7060	8346	7680	1415.53
5.45	7071	8364	7695	1422.08
5.46	7083	8382	7709	1428.71
5.47	7093	8400	7723	1435.41
5.48	7104	8418	7737	1442.2
5.49	7116	8438	7752	1449.06
5.5	7128	8458	7766	1455.99
5.51	7142	8476	7781	1463.01
5.52	7154	8495	7796	1470.1
5.53	7167	8513	7810	1477.27
5.54	7180	8532	7825	1484.51
5.55	7194	8551	7840	1491.84
5.56	7207	8569	7855	1499.24
5.57	7219	8588	7870	1506.71
5.58	7230	8606	7885	1514.27
5.59	7243	8624	7900	1521.9
5.6	7256	8642	7915	1529.61
5.61	7270	8660	7930	1537.4
5.62	7283	8680	7946	1545.26
5.63	7296	8697	7961	1553.2
5.64	7310	8719	7977	1561.22
5.65	7323	8738	7992	1569.31
5.66	7337	8756	8008	1577.49
5.67	7351	8774	8024	1585.74
5.68	7366	8793	8040	1594.06
5.69	7380	8813	8056	1602.47
5.7	7394	8831	8072	1610.95
5.71	7407	8849	8088	1619.51
5.72	7420	8867	8104	1628.15
5.73	7435	8884	8120	1636.86
5.74	7448	8903	8137	1645.65
5.75	7462	8924	8153	1654.52
5.76	7477	8943	8170	1663.46
5.77	7490	8962	8186	1672.48
5.78	7504	8982	8203	1681.58
5.79	7519	9002	8220	1690.76
5.8	7535	9023	8237	1700.01
5.81	7551	9042	8254	1709.35
5.82	7565	9061	8271	1718.75
5.83	7579	9081	8288	1728.24
5.84	7595	9099	8305	1737.8
5.85	7611	9118	8323	1747.44
5.86	7627	9139	8340	1757.16
5.87	7644	9159	8358	1766.96
5.88	7659	9179	8375	1776.83
5.89	7676	9198	8393	1786.78
5.9	7694	9219	8411	1796.8
5.91	7711	9238	8429	1806.91
5.92	7728	9258	8447	1817.09
5.93	7745	9278	8465	1827.35
5.94	7762	9299	8484	1837.68
5.95	7779	9318	8502	1848.09
5.96	7795	9338	8520	1858.58
5.97	7814	9358	8539	1869.15
5.98	7830	9379	8558	1879.79
5.99	7847	9398	8576	1890.52
6	7865	9418	8595	1901.31
6.01	7885	9437	8614	1912.19
6.02	7903	9458	8634	1923.14
6.03	7921	9479	8653	1934.17
6.04	7940	9499	8672	1945.28
6.05	7958	9519	8692	1956.47
6.06	7977	9540	8711	1967.73
6.07	7996	9561	8731	1979.07
6.08	8015	9582	8751	1990.48
6.09	8034	9602	8770	2001.98
6.1	8053	9622	8791	2013.55
6.11	8072	9643	8811	2025.2
6.12	8090	9664	8831	2036.92
6.13	8109	9685	8851	2048.73
6.14	8129	9706	8872	2060.61
6.15	8148	9727	8892	2072.56
6.16	8168	9747	8913	2084.6
6.17	8187	9768	8934	2096.71
6.18	8209	9789	8955	2108.9
6.19	8231	9809	8976	2121.17
6.2	8253	9830	8997	2133.51
6.21	8275	9850	9019	2145.93
6.22	8298	9872	9040	2158.43
6.23	8319	9894	9062	2171
6.24	8342	9916	9083	2183.65
6.25	8364	9937	9105	2196.38
6.26	8386	9958	9127	2209.19
6.27	8409	9978	9149	2222.08
6.28	8431	10000	9171	2235.04
6.29	8454	10020	9194	2248.08
6.3	8477	10041	9216	2261.19
6.31	8499	10064	9239	2274.38
6.32	8521	10086	9262	2287.65
6.33	8545	10110	9284	2301
6.34	8569	10132	9307	2314.43
6.35	8594	10154	9331	2327.93
6.36	8619	10177	9354	2341.51
6.37	8644	10199	9377	2355.16
6.38	8668	10221	9401	2368.9
6.39	8692	10244	9425	2382.71
6.4	8717	10267	9448	2396.6
6.41	8741	10290	9472	2410.56
6.42	8766	10313	9496	2424.61
6.43	8792	10337	9521	2438.73
6.44	8818	10359	9545	2452.92
6.45	8845	10381	9570	2467.2
6.46	8871	10403	9594	2481.55
6.47	8898	10427	9619	2495.98
6.48	8925	10451	9644	2510.48
6.49	8954	10474	9669	2525.07
6.5	8982	10496	9694	2539.73
6.51	9010	10520	9720	2554.47
6.52	9038	10543	9745	2569.28
6.53	9067	10566	9771	2584.17
6.54	9096	10590	9797	2599.14
6.55	9124	10615	9823	2614.19
6.56	9153	10639	9849	2629.31
6.57	9181	10664	9875	2644.51
6.58	9210	10688	9902	2659.79
6.59	9238	10711	9928	2675.15
6.6	9268	10734	9955	2690.58
6.61	9298	10758	9982	2706.09
6.62	9328	10783	10009	2721.68
6.63	9358	10807	10036	2737.34
6.64	9387	10830	10064	2753.09
6.65	9417	10854	10091	2768.9
6.66	9449	10879	10119	2784.8
6.67	9480	10903	10147	2800.77
6.68	9512	10926	10175	2816.83
6.69	9545	10950	10203	2832.95
6.7	9578	10974	10231	2849.16
6.71	9610	10998	10260	2865.44
6.72	9644	11022	10288	2881.8
6.73	9677	11045	10317	2898.24
6.74	9710	11070	10346	2914.75
6.75	9743	11094	10375	2931.34
6.76	9777	11119	10405	2948.01
6.77	9811	11144	10434	2964.76
6.78	9845	11168	10464	2981.58
6.79	9879	11192	10494	2998.48
6.8	9913	11218	10524	3015.46
6.81	9947	11243	10554	3032.51
6.82	9981	11268	10584	3049.65
6.83	10016	11293	10615	3066.86
6.84	10051	11318	10645	3084.14
6.85	10087	11343	10676	3101.51
6.86	10124	11369	10707	3118.95
6.87	10160	11395	10738	3136.47
6.88	10196	11420	10770	3154.06
6.89	10233	11445	10801	3171.73
6.9	10270	11471	10833	3189.48
6.91	10308	11496	10865	3207.31
6.92	10345	11522	10897	3225.22
6.93	10383	11548	10929	3243.2
6.94	10421	11574	10962	3261.26
6.95	10460	11600	10994	3279.39
6.96	10501	11626	11027	3297.61
6.97	10541	11652	11060	3315.9
6.98	10580	11678	11093	3334.26
6.99	10619	11704	11126	3352.71
7	10660	11731	11160	3371.23
7.01	10700	11756	11194	3389.83
7.02	10740	11782	11228	3408.51
7.03	10781	11809	11262	3427.26
7.04	10822	11836	11296	3446.09
7.05	10864	11863	11330	3464.63
7.06	10907	11889	11365	3481.35
7.07	10948	11915	11400	3495.9
7.08	10990	11942	11435	3508.27
7.09	11033	11968	11470	3518.46
7.1	11077	11995	11505	3526.47
7.11	11120	12021	11540	3532.29
7.12	11163	12047	11576	3535.94
7.13	11206	12074	11611	3537.41
7.14	11248	12101	11646	3536.69
7.15	11291	12127	11682	3533.8
7.16	11334	12154	11717	3528.72
7.17	11377	12180	11752	3521.47
7.18	11420	12206	11788	3512.03
7.19	11463	12233	11823	3500.42
7.2	11505	12259	11858	3486.62
7.21	11549	12285	11893	3470.65
7.22	11592	12310	11927	3452.49
7.23	11633	12336	11962	3432.16
7.24	11676	12362	11996	3409.64
