depth	min68.2%	max68.2%	best	accrate
3.58	5228	6035	5632	1742.11
3.59	5246	6052	5650	1742.11
3.6	5264	6069	5667	1742.11
3.61	5283	6085	5685	1742.11
3.62	5301	6101	5702	1742.11
3.63	5319	6117	5720	1742.11
3.64	5337	6134	5737	1742.11
3.65	5355	6150	5754	1742.11
3.66	5374	6167	5772	1742.11
3.67	5392	6183	5789	1742.11
3.68	5410	6200	5807	1742.11
3.69	5428	6217	5824	1742.11
3.7	5447	6233	5842	1742.11
3.71	5466	6250	5859	1742.11
3.72	5484	6266	5876	1742.11
3.73	5502	6283	5894	1742.11
3.74	5520	6300	5911	1742.11
3.75	5538	6316	5929	1742.11
3.76	5557	6333	5946	1742.11
3.77	5575	6350	5963	1742.11
3.78	5594	6366	5981	1742.11
3.79	5612	6383	5998	1742.11
3.8	5630	6399	6016	1742.11
3.81	5648	6416	6033	1742.11
3.82	5666	6432	6051	1742.11
3.83	5685	6449	6068	1742.11
3.84	5703	6466	6085	1742.11
3.85	5722	6483	6103	1742.11
3.86	5740	6500	6120	1742.11
3.87	5758	6516	6138	1742.11
3.88	5776	6532	6155	1742.11
3.89	5794	6549	6173	1742.11
3.9	5813	6565	6190	1742.11
3.91	5832	6582	6207	1742.11
3.92	5850	6598	6225	1742.11
3.93	5868	6615	6242	1742.11
3.94	5887	6632	6260	1742.11
3.95	5905	6648	6277	1742.11
3.96	5923	6664	6294	1742.11
3.97	5942	6680	6312	1742.11
3.98	5960	6697	6329	1742.11
3.99	5978	6713	6347	1742.11
4	5997	6730	6364	1742.11
4.01	6015	6747	6382	1742.11
4.02	6033	6763	6399	1742.11
4.03	6052	6780	6416	1742.11
4.04	6070	6796	6434	1742.11
4.05	6089	6812	6451	1742.11
4.06	6107	6829	6469	1742.11
4.07	6126	6845	6486	1742.11
4.08	6144	6862	6504	1742.11
4.09	6163	6879	6521	1742.11
4.1	6181	6895	6538	1742.11
4.11	6199	6912	6556	1742.11
4.12	6218	6929	6573	1742.11
4.13	6236	6945	6591	1742.11
4.14	6254	6962	6608	1742.11
4.15	6272	6978	6625	1742.11
4.16	6290	6995	6643	1742.11
4.17	6309	7011	6660	1742.11
4.18	6327	7028	6678	1742.11
4.19	6345	7044	6695	1742.11
4.2	6364	7061	6713	1742.11
4.21	6382	7077	6730	1742.11
4.22	6400	7094	6747	1742.11
4.23	6418	7110	6765	1742.11
4.24	6436	7127	6782	1742.11
4.25	6455	7143	6800	1742.11
4.26	6473	7160	6817	1742.11
4.27	6490	7177	6835	1742.11
4.28	6509	7193	6852	1742.11
4.29	6527	7210	6869	1742.11
4.3	6545	7226	6887	1742.11
4.31	6563	7243	6904	1742.11
4.32	6581	7260	6922	1742.11
4.33	6600	7276	6939	1742.11
4.34	6618	7293	6956	1742.11
4.35	6636	7309	6974	1742.11
4.36	6655	7326	6991	1742.11
4.37	6673	7343	7009	1742.11
4.38	6691	7359	7026	1742.11
4.39	6709	7376	7044	1742.11
4.4	6727	7392	7061	1742.11
4.41	6745	7409	7078	1742.11
4.42	6764	7426	7096	1742.11
4.43	6782	7442	7113	1742.11
4.44	6800	7459	7131	1742.11
4.45	6818	7475	7148	1742.11
4.46	6837	7492	7166	1742.11
4.47	6855	7509	7183	1742.11
4.48	6873	7525	7200	1742.11
4.49	6892	7542	7218	1742.11
4.5	6910	7558	7235	1742.11
4.51	6928	7575	7253	1742.11
4.52	6946	7592	7270	1742.11
4.53	6964	7609	7287	1742.11
4.54	6983	7626	7305	1742.11
4.55	7000	7642	7322	1742.11
4.56	7019	7659	7340	1742.11
4.57	7037	7675	7357	1742.11
4.58	7055	7692	7375	1742.11
4.59	7073	7708	7392	1742.11
4.6	7091	7725	7409	1742.11
4.61	7109	7742	7427	1742.11
4.62	7127	7758	7444	1742.11
4.63	7145	7775	7462	1742.11
4.64	7163	7792	7479	1742.11
4.65	7182	7808	7497	1742.11
4.66	7200	7825	7514	1742.11
4.67	7219	7841	7531	1742.11
4.68	7237	7858	7549	1742.11
4.69	7255	7875	7566	1742.11
4.7	7273	7892	7584	1742.11
4.71	7291	7908	7601	1742.11
4.72	7309	7925	7618	1742.11
4.73	7327	7942	7636	1742.11
4.74	7346	7958	7653	1742.11
4.75	7364	7975	7671	1742.11
4.76	7382	7992	7688	1742.11
4.77	7401	8008	7706	1742.11
4.78	7419	8025	7723	1742.11
4.79	7437	8042	7740	1742.11
4.8	7455	8059	7758	1742.11
4.81	7474	8075	7775	1742.11
4.82	7492	8092	7793	1742.11
4.83	7510	8109	7810	1742.11
4.84	7528	8125	7828	1742.11
4.85	7546	8142	7845	1742.11
4.86	7564	8159	7862	1742.11
4.87	7583	8176	7880	1742.11
4.88	7601	8192	7897	1742.11
4.89	7619	8208	7915	1742.11
4.9	7636	8225	7932	1742.11
4.91	7655	8242	7949	1742.11
4.92	7673	8258	7967	1742.11
4.93	7691	8275	7984	1742.11
4.94	7709	8292	8002	1742.11
4.95	7727	8308	8019	1742.11
4.96	7746	8325	8037	1742.11
4.97	7764	8342	8054	1742.11
4.98	7783	8358	8071	1742.11
4.99	7801	8374	8089	1742.11
5	7819	8391	8106	1742.11
5.01	7838	8408	8124	1742.11
5.02	7856	8424	8141	1742.11
5.03	7874	8441	8159	1742.11
5.04	7892	8458	8176	1742.11
5.05	7910	8475	8193	1742.11
5.06	7929	8491	8211	1742.11
5.07	7947	8507	8228	1742.11
5.08	7965	8524	8246	1742.11
5.09	7983	8541	8263	1742.11
5.1	8002	8558	8280	1742.11
5.11	8020	8574	8298	1742.11
5.12	8038	8591	8315	1742.11
5.13	8056	8607	8333	1742.11
5.14	8074	8624	8350	1742.11
5.15	8093	8640	8368	1742.11
5.16	8111	8656	8385	1742.11
5.17	8129	8673	8402	1742.11
5.18	8147	8690	8420	1742.11
5.19	8165	8706	8437	1742.11
5.2	8183	8723	8455	1742.11
5.21	8202	8740	8472	1742.11
5.22	8221	8756	8490	1742.11
5.23	8239	8773	8507	1742.11
5.24	8257	8790	8524	1742.11
5.25	8275	8806	8542	1742.11
5.26	8293	8823	8559	1742.11
5.27	8311	8840	8577	1742.11
5.28	8329	8857	8594	1742.11
5.29	8347	8873	8611	1742.11
5.3	8365	8890	8629	1742.11
5.31	8384	8906	8646	1742.11
5.32	8402	8923	8664	1742.11
5.33	8420	8939	8681	1742.11
5.34	8438	8956	8699	1742.11
5.35	8456	8973	8716	1742.11
5.36	8475	8989	8733	1742.11
5.37	8493	9006	8751	1742.11
5.38	8512	9023	8768	1742.11
5.39	8530	9039	8786	1742.11
5.4	8548	9056	8803	1742.11
5.41	8566	9072	8821	1742.11
5.42	8585	9089	8838	1742.11
5.43	8603	9105	8855	1742.11
5.44	8621	9122	8873	1742.11
5.45	8639	9138	8890	1742.11
5.46	8658	9155	8908	1742.11
5.47	8676	9172	8925	1742.11
5.48	8694	9188	8942	1742.11
5.49	8712	9205	8960	1742.11
5.5	8731	9222	8977	1742.11
5.51	8749	9238	8995	1742.11
5.52	8767	9255	9012	1742.11
5.53	8785	9272	9030	1742.11
5.54	8804	9288	9047	1742.11
5.55	8822	9305	9064	1742.11
5.56	8840	9322	9082	1742.11
5.57	8858	9338	9099	1742.11
5.58	8876	9355	9117	1742.11
5.59	8894	9371	9134	1742.11
5.6	8913	9388	9152	1742.11
5.61	8931	9404	9169	1742.11
5.62	8949	9421	9186	1742.11
5.63	8967	9438	9204	1742.11
5.64	8985	9455	9221	1742.11
5.65	9003	9472	9239	1742.11
5.66	9021	9488	9256	1742.11
5.67	9039	9505	9273	1742.11
5.68	9057	9522	9291	1742.11
5.69	9076	9538	9308	1742.11
5.7	9094	9555	9326	1742.11
5.71	9112	9572	9343	1742.11
5.72	9130	9589	9361	1742.11
5.73	9148	9605	9378	1742.11
5.74	9166	9622	9395	1742.11
5.75	9184	9639	9413	1742.11
5.76	9202	9655	9430	1742.11
5.77	9220	9672	9448	1742.11
5.78	9239	9689	9465	1742.11
5.79	9257	9705	9483	1742.11
5.8	9275	9722	9500	1742.11
5.81	9294	9739	9517	1742.11
5.82	9312	9756	9535	1742.11
5.83	9330	9773	9552	1742.11
5.84	9348	9790	9570	1742.11
5.85	9366	9806	9587	1742.11
5.86	9384	9823	9604	1742.11
5.87	9403	9840	9622	1742.11
5.88	9421	9856	9639	1742.11
5.89	9439	9873	9657	1742.11
5.9	9457	9890	9674	1742.11
5.91	9475	9906	9692	1742.11
5.92	9493	9923	9709	1742.11
5.93	9511	9940	9726	1742.11
5.94	9529	9957	9744	1742.11
5.95	9548	9974	9761	1742.11
5.96	9566	9990	9779	1742.11
5.97	9584	10007	9796	1742.11
5.98	9602	10024	9814	1742.11
5.99	9619	10041	9831	1742.11
6	9638	10058	9848	1742.11
6.01	9656	10075	9866	1742.11
6.02	9674	10091	9883	1742.11
6.03	9692	10108	9901	1742.11
6.04	9711	10125	9918	1742.11
6.05	9729	10141	9935	1742.11
6.06	9747	10158	9953	1742.11
6.07	9765	10175	9970	1742.11
6.08	9783	10192	9988	1742.11
6.09	9800	10209	10005	1742.11
6.1	9819	10225	10023	1742.11
6.11	9836	10242	10040	1742.11
6.12	9854	10259	10057	1742.11
6.13	9873	10276	10075	1742.11
6.14	9891	10293	10092	1742.11
6.15	9909	10310	10110	1742.11
6.16	9927	10326	10127	1742.11
6.17	9945	10343	10145	1742.11
6.18	9964	10360	10162	1742.11
6.19	9982	10377	10179	1742.11
6.2	10000	10393	10197	1742.11
6.21	10018	10410	10214	1742.11
6.22	10036	10427	10232	1742.11
6.23	10054	10443	10249	1742.11
6.24	10071	10460	10266	1742.11
6.25	10090	10477	10284	1742.11
6.26	10107	10494	10301	1742.11
6.27	10126	10511	10319	1742.11
6.28	10143	10528	10336	1742.11
6.29	10161	10545	10354	1742.11
6.3	10179	10562	10371	1742.11
6.31	10198	10579	10388	1742.11
6.32	10215	10596	10406	1742.11
6.33	10234	10612	10423	1742.11
6.34	10252	10629	10441	1742.11
6.35	10270	10646	10458	1742.11
6.36	10288	10662	10476	1742.11
6.37	10306	10679	10493	1742.11
6.38	10323	10695	10510	1742.11
6.39	10341	10712	10528	1742.11
6.4	10359	10729	10545	1742.11
6.41	10377	10746	10563	1742.11
6.42	10395	10763	10580	1742.11
6.43	10413	10780	10597	1742.11
6.44	10431	10796	10615	1742.11
6.45	10449	10813	10632	1742.11
6.46	10467	10830	10650	1742.11
6.47	10484	10847	10667	1742.11
6.48	10502	10864	10685	1742.11
6.49	10520	10881	10702	1742.11
6.5	10539	10898	10719	1742.11
6.51	10557	10915	10737	1742.11
6.52	10575	10932	10754	1742.11
6.53	10593	10948	10772	1742.11
6.54	10611	10965	10789	1742.11
6.55	10628	10982	10807	1742.11
6.56	10647	10999	10824	1742.11
6.57	10665	11016	10841	1742.11
6.58	10683	11032	10859	1742.11
6.59	10700	11050	10876	1742.11
6.6	10719	11067	10894	1742.11
6.61	10737	11084	10911	1742.11
6.62	10755	11101	10928	1742.11
6.63	10773	11118	10946	1742.11
6.64	10791	11135	10963	1742.11
