depth	min68.2%	max68.2%	best	accrate
3.58	8061	10463	9278	-3712.79
3.59	8037	10415	9241	-3712.79
3.6	8016	10366	9204	-3712.79
3.61	7992	10315	9167	-3712.79
3.62	7968	10267	9130	-3712.79
3.63	7942	10216	9093	-3712.79
3.64	7920	10166	9055	-3712.79
3.65	7894	10118	9018	-3712.79
3.66	7870	10070	8981	-3712.79
3.67	7847	10021	8944	-3712.79
3.68	7820	9971	8907	-3712.79
3.69	7795	9923	8870	-3712.79
3.7	7768	9872	8833	-3712.79
3.71	7742	9822	8796	-3712.79
3.72	7720	9772	8758	-3712.79
3.73	7703	9723	8721	-3712.79
3.74	7679	9675	8684	-3712.79
3.75	7655	9626	8647	-3712.79
3.76	7634	9576	8610	-3712.79
3.77	7610	9525	8573	-3712.79
3.78	7587	9475	8536	-3712.79
3.79	7566	9428	8499	-3712.79
3.8	7541	9378	8461	-3712.79
3.81	7516	9330	8424	-3712.79
3.82	7492	9282	8387	-3712.79
3.83	7466	9234	8350	-3712.79
3.84	7441	9185	8313	-3712.79
3.85	7418	9138	8276	-3712.79
3.86	7395	9089	8239	-3712.79
3.87	7371	9040	8201	-3712.79
3.88	7345	8993	8164	-3712.79
3.89	7319	8943	8127	-3712.79
3.9	7296	8894	8090	-3712.79
3.91	7270	8845	8053	-3712.79
3.92	7247	8797	8016	-3712.79
3.93	7218	8747	7979	-3712.79
3.94	7196	8698	7942	-3712.79
3.95	7169	8650	7904	-3712.79
3.96	7144	8602	7867	-3712.79
3.97	7119	8554	7830	-3712.79
3.98	7095	8506	7793	-3712.79
3.99	7074	8458	7756	-3712.79
4	7049	8411	7719	-3712.79
4.01	7022	8363	7682	-3712.79
4.02	6999	8314	7645	-3712.79
4.03	6975	8268	7607	-3712.79
4.04	6951	8220	7570	-3712.79
4.05	6927	8172	7533	-3712.79
4.06	6902	8126	7496	-3712.79
4.07	6875	8077	7459	-3712.79
4.08	6847	8032	7422	-3712.79
4.09	6818	7985	7385	-3712.79
4.1	6791	7938	7348	-3712.79
4.11	6762	7890	7310	-3712.79
4.12	6737	7844	7273	-3712.79
4.13	6711	7797	7236	-3712.79
4.14	6685	7751	7199	-3712.79
4.15	6657	7704	7162	-3712.79
4.16	6631	7657	7125	-3712.79
4.17	6601	7612	7088	-3712.79
4.18	6574	7566	7051	-3712.79
4.19	6545	7521	7013	-3712.79
4.2	6517	7477	6976	-3712.79
4.21	6490	7431	6939	-3712.79
4.22	6460	7388	6902	-3712.79
