depth	min68.2%	max68.2%	best	accrate
3.58	4988	5766	5376	1428.64
3.59	5009	5775	5390	1428.64
3.6	5027	5785	5405	1428.64
3.61	5046	5793	5419	1428.64
3.62	5065	5803	5433	1428.64
3.63	5084	5813	5447	1428.64
3.64	5102	5822	5462	1428.64
3.65	5122	5832	5476	1428.64
3.66	5141	5841	5490	1428.64
3.67	5159	5850	5505	1428.64
3.68	5178	5860	5519	1428.64
3.69	5197	5870	5533	1428.64
3.7	5218	5880	5547	1428.64
3.71	5236	5891	5562	1428.64
3.72	5253	5901	5576	1428.64
3.73	5270	5912	5590	1428.64
3.74	5289	5923	5605	1428.64
3.75	5307	5933	5619	1428.64
3.76	5323	5945	5633	1428.64
3.77	5340	5955	5647	1428.64
3.78	5358	5966	5662	1428.64
3.79	5376	5976	5676	1428.64
3.8	5392	5988	5690	1428.64
3.81	5409	6001	5705	1428.64
3.82	5427	6012	5719	1428.64
3.83	5443	6025	5733	1428.64
3.84	5459	6036	5747	1428.64
3.85	5475	6049	5762	1428.64
3.86	5490	6062	5776	1428.64
3.87	5506	6074	5790	1428.64
3.88	5520	6087	5805	1428.64
3.89	5536	6102	5819	1428.64
3.9	5553	6115	5833	1428.64
3.91	5568	6127	5847	1428.64
3.92	5582	6140	5862	1428.64
3.93	5597	6154	5876	1428.64
3.94	5613	6168	5890	1428.64
3.95	5628	6181	5905	1428.64
3.96	5642	6196	5919	1428.64
3.97	5657	6210	5933	1428.64
3.98	5671	6224	5947	1428.64
3.99	5685	6239	5962	1428.64
4	5698	6255	5976	1428.64
4.01	5712	6269	5990	1428.64
4.02	5726	6285	6005	1428.64
4.03	5740	6300	6019	1428.64
4.04	5754	6315	6033	1428.64
4.05	5767	6329	6047	1428.64
4.06	5779	6344	6062	1428.64
4.07	5794	6361	6076	1428.64
4.08	5807	6378	6090	1428.64
4.09	5820	6393	6105	1428.64
4.1	5832	6409	6119	1428.64
4.11	5845	6427	6133	1428.64
4.12	5857	6443	6147	1428.64
4.13	5869	6459	6162	1428.64
4.14	5881	6475	6176	1428.64
4.15	5895	6491	6190	1428.64
4.16	5906	6508	6205	1428.64
4.17	5916	6524	6219	1428.64
4.18	5925	6540	6233	1428.64
4.19	5935	6558	6248	1428.64
4.2	5946	6576	6262	1428.64
4.21	5958	6592	6276	1428.64
4.22	5969	6609	6290	1428.64
4.23	5979	6627	6305	1428.64
4.24	5990	6645	6319	1428.64
4.25	6001	6663	6333	1428.64
4.26	6011	6682	6348	1428.64
4.27	6023	6698	6362	1428.64
4.28	6032	6718	6376	1428.64
4.29	6044	6734	6390	1428.64
4.3	6053	6752	6405	1428.64
4.31	6063	6771	6419	1428.64
4.32	6072	6789	6433	1428.64
4.33	6083	6806	6448	1428.64
4.34	6094	6826	6462	1428.64
4.35	6102	6847	6476	368.56
