depth	min68.2%	max68.2%	best	accrate
3.58	5046	5845	5497	3732.95
3.59	5092	5877	5534	3635.78
3.6	5136	5912	5571	3539.79
3.61	5179	5946	5606	3444.98
3.62	5220	5978	5640	3351.35
3.63	5258	6012	5674	3258.89
3.64	5298	6044	5706	3167.6
3.65	5335	6075	5738	3077.46
3.66	5372	6104	5769	2988.48
3.67	5406	6134	5799	2900.65
3.68	5441	6162	5828	2813.97
3.69	5473	6191	5856	2728.43
3.7	5503	6221	5883	2644.02
3.71	5531	6247	5910	2560.73
3.72	5560	6273	5935	2478.58
3.73	5587	6299	5960	2397.54
3.74	5615	6325	5984	2317.61
3.75	5638	6349	6007	2238.79
3.76	5662	6376	6030	2161.07
3.77	5685	6398	6051	2084.46
3.78	5706	6419	6072	2008.93
3.79	5726	6441	6092	1934.49
3.8	5746	6460	6111	1861.13
3.81	5764	6479	6130	1788.84
3.82	5781	6499	6148	1717.63
3.83	5798	6520	6165	1647.49
3.84	5816	6538	6182	1578.4
3.85	5831	6557	6197	1510.37
3.86	5847	6574	6213	1443.39
3.87	5864	6590	6227	1377.45
3.88	5877	6605	6241	1312.55
3.89	5890	6620	6254	1248.69
3.9	5901	6634	6266	1185.85
3.91	5914	6647	6278	1124.04
3.92	5926	6661	6289	1063.25
3.93	5936	6673	6300	1003.47
3.94	5947	6687	6310	944.69
3.95	5956	6698	6320	886.92
3.96	5965	6710	6328	830.15
3.97	5975	6719	6337	774.37
3.98	5983	6729	6344	719.57
3.99	5991	6738	6352	665.76
4	5998	6748	6358	612.92
4.01	6005	6755	6364	561.05
4.02	6013	6762	6370	510.15
4.03	6020	6768	6375	460.21
4.04	6025	6775	6380	411.22
4.05	6032	6780	6384	363.19
4.06	6037	6785	6388	316.09
4.07	6043	6789	6391	269.94
4.08	6047	6795	6393	224.72
4.09	6051	6798	6396	180.43
4.1	6053	6804	6397	137.06
4.11	6057	6808	6399	94.61
4.12	6058	6811	6400	53.07
4.13	6062	6815	6400	12.44
4.14	6062	6818	6400	-27.28
4.15	6064	6820	6400	-66.11
4.16	6065	6822	6399	-104.05
4.17	6065	6822	6398	-141.11
4.18	6064	6823	6397	-177.28
