depth	min68.2%	max68.2%	best	accrate
3.58	4997	5801	5400	1331.62
3.59	5015	5807	5413	1334.02
3.6	5035	5813	5426	1336.41
3.61	5055	5819	5440	1338.8
3.62	5072	5826	5453	1341.19
3.63	5093	5835	5467	1343.59
3.64	5112	5842	5480	1345.98
3.65	5132	5849	5493	1348.37
3.66	5151	5856	5507	1350.76
3.67	5169	5866	5520	1353.16
3.68	5189	5876	5534	1355.55
3.69	5208	5885	5548	1357.94
3.7	5225	5894	5561	1360.34
3.71	5242	5903	5575	1362.73
3.72	5258	5913	5588	1365.12
3.73	5276	5921	5602	1367.51
3.74	5294	5929	5616	1369.91
3.75	5311	5939	5629	1372.3
3.76	5328	5948	5643	1374.69
3.77	5345	5959	5657	1377.08
3.78	5363	5971	5671	1379.48
3.79	5380	5981	5684	1381.87
3.8	5397	5994	5698	1384.26
3.81	5414	6005	5712	1386.65
3.82	5432	6016	5726	1389.05
3.83	5447	6028	5740	1391.44
3.84	5462	6040	5754	1393.83
3.85	5478	6052	5768	1396.22
3.86	5493	6065	5782	1398.62
3.87	5511	6076	5796	1401.01
3.88	5525	6090	5810	1403.4
3.89	5541	6103	5824	1405.8
3.9	5555	6118	5838	1408.19
3.91	5568	6132	5852	1410.58
3.92	5582	6146	5866	1412.97
3.93	5596	6162	5880	1415.37
3.94	5610	6176	5894	1417.76
3.95	5623	6192	5908	1420.15
3.96	5638	6207	5923	1422.54
3.97	5652	6221	5937	1424.94
3.98	5665	6236	5951	1427.33
3.99	5679	6251	5965	1429.72
4	5692	6267	5980	1432.11
4.01	5705	6282	5994	1434.51
4.02	5718	6299	6008	1436.9
4.03	5731	6314	6023	1439.29
4.04	5745	6331	6037	1441.69
4.05	5758	6348	6051	1444.08
4.06	5770	6364	6066	1446.47
4.07	5782	6380	6080	1448.86
4.08	5795	6397	6095	1451.26
4.09	5807	6413	6109	1453.65
4.1	5820	6430	6124	1456.04
4.11	5833	6447	6138	1458.43
4.12	5846	6465	6153	1460.83
4.13	5858	6482	6168	1463.22
4.14	5870	6499	6182	1465.61
4.15	5881	6517	6197	1468
4.16	5893	6534	6212	1470.4
4.17	5903	6552	6226	1472.79
4.18	5915	6570	6241	1475.18
4.19	5926	6589	6256	1477.57
4.2	5938	6606	6271	1479.97
4.21	5949	6623	6285	1482.36
4.22	5961	6643	6300	1484.75
4.23	5971	6660	6315	1487.15
4.24	5983	6680	6330	1489.54
4.25	5994	6698	6345	1491.93
4.26	6005	6717	6360	1494.32
4.27	6016	6736	6375	1496.72
4.28	6026	6756	6390	1499.11
4.29	6037	6773	6405	1501.5
4.3	6049	6793	6420	1503.89
4.31	6060	6812	6435	1506.29
4.32	6072	6832	6450	1508.68
4.33	6084	6851	6465	1511.07
4.34	6095	6870	6480	1513.46
4.35	6107	6889	6495	1464.86
4.36	6118	6908	6510	1365.96
4.37	6128	6923	6523	1268.12
4.38	6137	6939	6536	1171.33
4.39	6144	6954	6548	1075.61
4.4	6149	6967	6559	980.95
4.41	6156	6981	6568	887.34
4.42	6161	6993	6577	794.79
4.43	6164	7005	6585	703.3
4.44	6168	7014	6592	612.88
4.45	6171	7022	6598	523.5
4.46	6173	7031	6604	435.19
4.47	6174	7040	6608	347.94
4.48	6174	7046	6611	261.75
4.49	6173	7051	6614	176.61
4.5	6172	7059	6616	92.53
4.51	6169	7061	6617	9.52
4.52	6166	7065	6617	-72.44
4.53	6162	7069	6616	-153.34
4.54	6158	7070	6615	-233.19
4.55	6152	7071	6612	-311.97
4.56	6146	7071	6609	-389.69
4.57	6139	7071	6605	-466.36
4.58	6131	7069	6601	-541.96
4.59	6122	7067	6595	-616.51
4.6	6114	7063	6589	-690
4.61	6103	7059	6582	-762.43
4.62	6093	7054	6574	-833.8
4.63	6081	7050	6566	-904.11
4.64	6068	7044	6557	-973.37
4.65	6055	7039	6547	-1041.56
4.66	6040	7032	6537	-1108.7
4.67	6027	7024	6526	-1174.77
4.68	6011	7016	6514	-1239.79
4.69	5996	7006	6502	-1303.75
4.7	5979	6997	6489	-1366.65
4.71	5963	6988	6475	-1428.49
4.72	5945	6978	6461	-1489.27
4.73	5926	6967	6446	-1549
4.74	5907	6954	6430	-1607.66
4.75	5887	6943	6414	-1665.27
4.76	5866	6931	6398	-1721.82
4.77	5847	6916	6380	-1777.31
4.78	5827	6902	6363	-1831.74
4.79	5806	6887	6344	-1885.11
4.8	5782	6875	6325	-1937.42
4.81	5757	6862	6306	-1988.67
4.82	5732	6847	6286	-2038.87
4.83	5709	6831	6266	-2088.01
4.84	5683	6817	6245	-2136.08
4.85	5656	6801	6224	-2183.1
4.86	5630	6784	6202	-2229.06
4.87	5602	6767	6179	-2273.96
4.88	5577	6748	6157	-2317.8
4.89	5549	6731	6134	-2360.59
4.9	5518	6712	6110	-2402.31
4.91	5491	6694	6086	-2442.98
4.92	5463	6676	6061	-2482.58
4.93	5431	6658	6037	-2521.13
4.94	5400	6637	6011	-2558.62
4.95	5369	6615	5986	-2595.05
4.96	5338	6596	5960	-2630.42
4.97	5307	6575	5934	-2664.73
4.98	5272	6555	5907	-2697.99
4.99	5239	6535	5880	-2730.18
5	5206	6514	5853	-2761.32
5.01	5171	6493	5825	-2791.4
5.02	5136	6470	5797	-2820.42
5.03	5103	6448	5769	-2848.38
5.04	5069	6424	5740	-2875.28
5.05	5036	6401	5712	-2901.12
5.06	5000	6377	5683	-2925.9
5.07	4963	6351	5653	-2949.63
5.08	4928	6330	5624	-2972.29
5.09	4891	6309	5594	-2993.9
5.1	4853	6285	5564	-3014.45
5.11	4816	6264	5534	-3033.94
5.12	4777	6243	5504	-3052.37
5.13	4738	6220	5473	-3069.74
5.14	4702	6196	5443	-3086.05
5.15	4660	6172	5412	-3101.31
5.16	4622	6148	5381	-3115.5
5.17	4585	6124	5350	-3128.64
5.18	4544	6099	5318	-3140.72
5.19	4507	6077	5287	-3151.74
5.2	4464	6053	5255	-3161.7
5.21	4423	6030	5224	-3170.6
5.22	4384	6007	5192	-3178.44
5.23	4344	5982	5160	-3185.22
5.24	4305	5960	5128	-3190.95
5.25	4263	5936	5096	-3195.61
5.26	4221	5913	5064	-3199.22
5.27	4181	5890	5032	-3201.77
5.28	4141	5867	5000	-3203.26
5.29	4101	5843	4968	-3203.69
5.3	4057	5822	4936	-3203.06
5.31	4017	5797	4904	-3201.38
5.32	3976	5775	4872	-3198.63
5.33	3936	5753	4840	-3194.83
5.34	3894	5731	4808	-3189.96
5.35	3853	5708	4777	-3184.04
5.36	3814	5683	4745	-3177.06
5.37	3772	5661	4713	-3169.02
5.38	3731	5636	4681	-3159.92
5.39	3691	5614	4650	-3149.76
5.4	3652	5593	4618	-3138.55
5.41	3612	5569	4587	-3126.27
5.42	3571	5548	4555	-3112.94
5.43	3529	5525	4524	-3098.55
5.44	3490	5503	4493	-3083.1
5.45	3451	5482	4463	-3066.59
5.46	3411	5459	4432	-3049.02
5.47	3372	5439	4401	-3030.39
5.48	3331	5421	4371	-3010.7
5.49	3295	5399	4341	-2989.96
5.5	3258	5378	4311	-2968.15
5.51	3217	5360	4281	-2945.29
5.52	3178	5340	4252	-2921.37
5.53	3137	5322	4223	-2896.39
5.54	3099	5304	4194	-2870.35
5.55	3062	5286	4165	-2843.25
5.56	3025	5267	4137	-2815.09
5.57	2988	5248	4108	-2785.88
5.58	2949	5232	4081	-2755.6
5.59	2912	5214	4053	-2724.27
5.6	2878	5195	4026	-2691.88
5.61	2844	5175	3999	-2658.43
5.62	2808	5154	3972	-2623.92
5.63	2770	5137	3946	-2588.35
5.64	2737	5120	3920	-2551.72
5.65	2705	5101	3895	-2514.03
5.66	2671	5086	3870	-2475.29
5.67	2639	5068	3845	-2435.49
5.68	2608	5053	3820	-2394.62
5.69	2577	5038	3796	-2352.7
5.7	2541	5024	3773	-2309.72
5.71	2510	5010	3750	-2265.68
5.72	2477	4996	3727	-2220.58
5.73	2448	4983	3705	-2174.43
5.74	2419	4969	3683	-2127.21
5.75	2391	4956	3662	-2078.94
5.76	2360	4940	3641	-2029.6
5.77	2330	4926	3621	-1979.21
5.78	2302	4916	3601	-1927.76
5.79	2272	4905	3582	-1875.25
5.8	2244	4894	3563	-1821.68
5.81	2218	4883	3545	-1767.06
5.82	2193	4873	3527	-1711.37
5.83	2167	4864	3510	-1654.63
5.84	2144	4853	3494	-1596.82
5.85	2121	4842	3478	-1537.96
5.86	2098	4835	3462	-1478.04
5.87	2078	4827	3447	-1417.06
5.88	2059	4818	3433	-1355.02
5.89	2039	4810	3420	-1291.92
5.9	2019	4805	3407	-1227.77
5.91	1997	4801	3394	-1162.55
5.92	1982	4791	3383	-1096.28
5.93	1962	4785	3372	-1028.94
5.94	1947	4782	3362	-960.55
5.95	1932	4777	3352	-891.1
5.96	1919	4773	3343	-820.59
5.97	1902	4770	3335	-749.02
5.98	1886	4769	3327	-676.4
5.99	1875	4766	3321	-602.71
6	1868	4768	3315	-527.97
6.01	1855	4767	3309	-452.16
6.02	1850	4766	3305	-375.3
6.03	1839	4768	3301	-297.38
6.04	1830	4769	3298	-218.4
6.05	1823	4773	3296	-138.36
6.06	1814	4774	3294	-57.27
6.07	1811	4778	3294	24.89
6.08	1805	4782	3294	108.11
6.09	1804	4789	3295	192.38
6.1	1804	4794	3297	277.71
6.11	1804	4801	3300	364.1
6.12	1805	4809	3304	451.55
6.13	1806	4816	3308	540.06
6.14	1806	4826	3313	629.63
6.15	1811	4836	3320	720.26
6.16	1815	4845	3327	811.94
6.17	1820	4855	3335	904.69
6.18	1825	4867	3344	998.49
6.19	1833	4880	3354	1093.35
6.2	1841	4894	3365	1189.27
6.21	1851	4907	3377	1286.25
6.22	1862	4919	3390	1384.29
6.23	1874	4933	3404	1483.39
6.24	1886	4949	3419	1583.54
6.25	1899	4964	3434	1684.76
6.26	1913	4980	3451	1787.03
6.27	1930	4999	3469	1890.36
6.28	1948	5017	3488	1994.76
6.29	1968	5039	3508	2100.2
6.3	1989	5059	3529	2206.71
6.31	2012	5082	3551	2314.28
6.32	2037	5104	3574	2422.91
6.33	2062	5125	3598	2532.59
6.34	2090	5150	3624	2643.34
6.35	2117	5175	3650	2755.14
6.36	2145	5202	3678	2868
6.37	2176	5232	3706	2981.92
6.38	2207	5260	3736	3096.9
6.39	2239	5289	3767	3212.94
6.4	2273	5319	3799	3330.04
6.41	2309	5348	3833	3448.19
6.42	2348	5380	3867	3567.41
6.43	2388	5413	3903	3687.68
6.44	2428	5446	3940	3809.01
6.45	2470	5481	3978	3931.4
6.46	2513	5514	4017	4054.85
6.47	2557	5550	4058	4179.36
6.48	2605	5586	4099	4304.93
6.49	2652	5624	4142	4431.55
6.5	2703	5663	4187	4559.24
6.51	2753	5704	4232	4687.98
6.52	2807	5746	4279	4817.78
6.53	2860	5788	4327	4948.65
6.54	2916	5832	4377	5080.57
6.55	2973	5878	4428	5213.54
6.56	3031	5924	4480	5347.58
6.57	3092	5971	4533	5482.68
6.58	3155	6018	4588	5618.83
6.59	3219	6066	4644	5756.05
6.6	3284	6116	4702	5894.32
6.61	3352	6166	4761	6033.65
6.62	3421	6216	4821	6174.04
6.63	3491	6268	4883	6315.49
6.64	3563	6324	4946	6458
6.65	3637	6377	5011	6601.57
6.66	3712	6433	5077	6746.19
6.67	3789	6490	5144	6891.88
6.68	3868	6548	5213	7038.62
6.69	3947	6607	5283	7186.42
6.7	4030	6668	5355	7335.29
6.71	4114	6730	5429	7485.21
6.72	4198	6793	5503	7636.18
6.73	4287	6858	5580	7788.22
6.74	4376	6924	5658	7941.32
6.75	4469	6990	5737	8095.47
6.76	4563	7057	5818	8250.69
6.77	4660	7126	5901	8406.96
6.78	4758	7196	5985	8564.29
6.79	4858	7267	6070	8722.68
6.8	4960	7341	6158	8882.13
6.81	5064	7417	6246	9042.64
6.82	5169	7494	6337	9204.21
6.83	5275	7571	6429	9366.83
6.84	5384	7650	6522	9530.52
6.85	5495	7731	6618	9695.26
6.86	5608	7812	6715	9861.06
6.87	5723	7895	6813	10027.92
6.88	5839	7978	6914	10195.84
6.89	5958	8063	7016	10364.82
6.9	6080	8149	7119	10534.86
6.91	6201	8235	7225	10705.95
6.92	6328	8323	7332	10878.11
6.93	6455	8415	7440	11051.32
6.94	6584	8509	7551	11225.59
6.95	6715	8602	7663	11400.92
6.96	6849	8697	7777	11577.31
6.97	6986	8793	7893	11754.76
6.98	7125	8890	8011	11933.27
6.99	7266	8990	8130	12112.84
7	7409	9090	8251	12293.46
7.01	7554	9192	8374	12475.15
7.02	7702	9293	8499	12657.89
7.03	7850	9397	8625	12841.69
7.04	8001	9502	8754	13026.55
7.05	8155	9610	8884	12288
7.05	8155	9610	8884	13212.47
7.06	8312	9717	9016	13399.45
7.07	8470	9826	9150	13587.49
7.08	8630	9937	9286	13776.58
7.09	8793	10051	9424	13966.74
7.1	8959	10166	9563	14157.95
7.11	9127	10281	9705	14350.22
7.12	9296	10399	9848	14543.55
7.13	9469	10518	9994	14737.94
7.14	9645	10638	10141	14933.39
7.15	9823	10761	10291	15129.9
7.16	10002	10884	10442	15327.47
7.17	10181	11011	10595	15526.09
7.18	10364	11139	10750	15725.77
7.19	10549	11266	10908	15926.52
7.2	10736	11396	11067	16128.32
7.21	10925	11527	11228	16331.18
7.22	11119	11660	11392	16535.1
7.23	11314	11795	11557	16740.08
7.24	11512	11933	11724	16946.11
7.25	11710	12074	11894	16780.7
7.26	11907	12215	12062	16243.12
7.27	12095	12352	12224	15705.54
7.28	12275	12487	12381	15167.96
7.29	12444	12622	12533	14630.39
7.3	12602	12758	12679	14092.81
7.31	12744	12897	12820	13555.23
7.32	12872	13038	12955	NA
