depth	min68.2%	max68.2%	best	accrate
3.58	5027	5815	5441	5585.43
3.59	5093	5862	5497	5431.17
3.6	5156	5911	5551	5278.67
3.61	5214	5959	5604	5127.93
3.62	5269	6009	5656	4978.95
3.63	5323	6053	5705	4831.71
3.64	5376	6101	5754	4686.21
3.65	5428	6144	5801	4542.44
3.66	5478	6188	5846	4400.39
3.67	5527	6230	5890	4260.06
3.68	5570	6269	5933	4121.43
3.69	5614	6308	5974	3984.51
3.7	5657	6349	6014	3849.28
3.71	5695	6389	6052	3715.73
3.72	5734	6425	6089	3583.86
3.73	5771	6462	6125	3453.66
3.74	5807	6499	6160	3325.12
3.75	5840	6532	6193	3198.24
3.76	5873	6568	6225	3073.01
3.77	5903	6599	6256	2949.42
3.78	5933	6631	6285	2827.45
3.79	5961	6662	6313	2707.12
3.8	5989	6690	6340	2588.4
3.81	6013	6718	6366	2471.29
3.82	6037	6745	6391	2355.78
3.83	6060	6771	6415	2241.87
3.84	6081	6794	6437	2129.54
3.85	6102	6819	6458	2018.79
3.86	6122	6841	6478	1909.62
3.87	6140	6862	6498	1802.01
3.88	6156	6881	6516	1695.96
3.89	6172	6900	6533	1591.45
3.9	6188	6916	6548	1488.49
3.91	6203	6933	6563	1387.06
3.92	6218	6947	6577	1287.16
3.93	6230	6963	6590	1188.78
3.94	6243	6977	6602	1091.91
3.95	6253	6990	6613	996.55
3.96	6263	7002	6623	902.68
3.97	6271	7013	6632	810.3
3.98	6281	7022	6640	719.4
3.99	6288	7031	6647	629.98
4	6296	7037	6653	542.02
4.01	6301	7043	6659	455.52
4.02	6307	7049	6663	370.47
4.03	6311	7055	6667	286.87
4.04	6314	7057	6670	204.7
4.05	6316	7061	6672	123.97
4.06	6317	7063	6673	44.65
4.07	6317	7065	6674	-33.25
4.08	6319	7066	6673	-109.75
4.09	6318	7067	6672	-184.85
4.1	6316	7066	6670	-258.56
4.11	6314	7066	6668	-330.88
4.12	6310	7064	6665	-401.83
4.13	6306	7062	6661	-471.41
4.14	6301	7061	6656	-539.62
4.15	6297	7057	6650	-606.49
4.16	6293	7052	6644	-672.01
4.17	6285	7047	6638	-736.19
4.18	6278	7041	6630	-799.04
4.19	6272	7035	6622	-860.56
4.2	6264	7027	6614	-920.77
4.21	6255	7018	6605	-979.68
4.22	6246	7009	6595	-1037.28
4.23	6236	6999	6584	-1093.59
4.24	6225	6989	6573	-1148.61
4.25	6215	6979	6562	-1202.36
4.26	6203	6969	6550	-1254.83
4.27	6190	6958	6537	-1306.04
4.28	6178	6946	6524	-1356
4.29	6165	6933	6511	-1404.71
4.3	6151	6920	6497	-1452.18
4.31	6135	6906	6482	-1498.41
4.32	6121	6893	6467	-1543.42
4.33	6106	6879	6452	-1587.21
4.34	6087	6864	6436	-1629.8
4.35	6069	6849	6420	-1671.18
4.36	6051	6834	6403	-1711.36
4.37	6031	6819	6386	-1750.36
4.38	6013	6804	6368	-1788.17
4.39	5991	6788	6350	-1824.82
4.4	5970	6772	6332	-1860.3
4.41	5949	6757	6314	-1894.62
4.42	5927	6739	6295	-1927.79
4.43	5905	6724	6275	-1959.82
4.44	5885	6708	6256	-1990.72
4.45	5861	6690	6236	-2020.48
4.46	5840	6674	6216	-2049.13
4.47	5816	6658	6195	-2076.67
4.48	5792	6642	6174	-2103.1
4.49	5768	6624	6153	-2128.43
4.5	5744	6605	6132	-2152.68
4.51	5720	6588	6110	-2175.84
