depth	min68.2%	max68.2%	best	accrate
3.58	4758	5367	5063	2235.24
3.59	4783	5386	5085	2233.57
3.6	4809	5405	5107	2231.9
3.61	4834	5423	5130	2230.23
3.62	4859	5443	5152	2228.57
3.63	4884	5462	5174	2226.9
3.64	4908	5482	5196	2225.23
3.65	4933	5502	5219	2223.56
3.66	4958	5521	5241	2221.9
3.67	4983	5541	5263	2220.23
3.68	5008	5561	5285	2218.56
3.69	5033	5582	5308	2216.89
3.7	5056	5601	5330	2215.22
3.71	5080	5622	5352	2213.56
3.72	5103	5641	5374	2211.89
3.73	5127	5662	5396	2210.22
3.74	5151	5681	5418	2208.55
3.75	5175	5700	5440	2206.89
3.76	5198	5721	5462	2205.22
3.77	5222	5742	5484	2203.55
3.78	5245	5762	5506	2201.88
3.79	5267	5782	5528	2200.21
3.8	5291	5802	5550	2198.55
3.81	5314	5821	5572	2196.88
3.82	5338	5842	5594	2195.21
3.83	5361	5862	5616	2193.54
3.84	5385	5882	5638	2191.88
3.85	5408	5902	5660	2190.21
3.86	5431	5923	5682	2188.54
3.87	5453	5944	5704	2186.87
3.88	5476	5965	5726	2185.2
3.89	5498	5987	5748	2183.54
3.9	5521	6009	5770	2181.87
3.91	5544	6030	5791	2180.2
3.92	5566	6051	5813	2178.53
3.93	5589	6073	5835	2176.86
3.94	5612	6095	5857	2175.2
3.95	5634	6117	5879	2173.53
3.96	5656	6138	5900	2171.86
3.97	5679	6160	5922	2170.19
3.98	5701	6181	5944	2168.53
3.99	5723	6203	5965	2166.86
4	5745	6224	5987	2165.19
4.01	5765	6246	6009	2163.52
4.02	5787	6267	6030	2161.85
4.03	5808	6289	6052	2160.19
4.04	5830	6310	6074	2158.52
4.05	5852	6333	6095	2156.85
4.06	5874	6354	6117	2155.18
4.07	5894	6376	6138	2153.52
4.08	5916	6398	6160	2151.85
4.09	5937	6420	6181	2150.18
4.1	5958	6442	6203	2148.51
4.11	5980	6463	6224	2146.84
4.12	6003	6486	6246	2145.18
4.13	6025	6508	6267	2143.51
4.14	6046	6529	6289	2141.84
4.15	6065	6552	6310	2140.17
4.16	6087	6574	6331	2138.51
4.17	6107	6596	6353	2136.84
4.18	6127	6618	6374	2135.17
4.19	6148	6640	6396	2133.5
4.2	6170	6662	6417	2131.83
4.21	6191	6684	6438	2130.17
4.22	6212	6707	6460	2128.5
4.23	6232	6729	6481	2126.83
4.24	6253	6752	6502	2125.16
4.25	6274	6774	6523	2123.5
4.26	6294	6796	6545	2121.83
4.27	6315	6818	6566	2120.16
4.28	6336	6840	6587	2118.49
4.29	6356	6862	6608	2116.82
4.3	6377	6884	6629	2115.16
4.31	6397	6907	6650	2113.49
4.32	6418	6929	6672	2111.82
4.33	6439	6951	6693	2110.15
4.34	6459	6972	6714	2108.49
4.35	6480	6994	6735	2106.82
4.36	6500	7016	6756	2105.15
4.37	6520	7038	6777	2103.48
4.38	6540	7059	6798	2101.81
4.39	6559	7081	6819	2100.15
4.4	6579	7102	6840	2098.48
4.41	6599	7124	6861	2096.81
4.42	6619	7145	6882	2095.14
4.43	6639	7167	6903	2093.48
4.44	6659	7190	6924	2091.81
4.45	6678	7212	6945	2090.14
4.46	6698	7235	6966	2088.47
4.47	6718	7257	6987	2086.8
4.48	6739	7279	7007	2085.14
4.49	6759	7301	7028	2083.47
4.5	6778	7323	7049	2081.8
4.51	6798	7344	7070	2080.13
4.52	6818	7366	7091	2078.46
4.53	6839	7388	7112	2076.8
4.54	6858	7410	7132	2075.13
4.55	6878	7431	7153	2073.46
4.56	6898	7453	7174	2071.79
4.57	6918	7475	7195	2070.13
4.58	6938	7497	7215	2068.46
